Time,Down,Type,Yards,Details,Edmonton,BC
05:00,2,Sack,-4,Sack at Edm51 for a loss of 4 yards by Jason Arakgi.,0,8
04:35,3,Punt,1,Grant Shaw punts for 44 yards to BC15. Korey Williams return for 1 yard to BC16. Tackled by Rennie Curran.,0,8
04:04,1,Rush,3,Andrew Harris rush for 3 yards to the BC19. Tackled by Donovan Richard.,0,8
03:33,2,Interception,31,Travis Lulay pass intended for Emmanuel Arceneaux INTERCEPTED by Donovan Alexander and returned for 31 yards. Tackled by Nick Moore.,0,8
03:02,1,Roughing Passer,2,Kerry Joseph pass to Calvin McCarty for 2 yards to the BC1. Tackled by Korey Banks. Penalty: Roughing Passer on BC (Solomon Elimimian) 0 yards.,0,8
02:39,1,Rush,0,Kerry Joseph rush for no gain to the BC1. Tackled by Jason Arakgi.,0,8
01:37,2,Rush,1,Hugh Charles rush for 1 yard for a TOUCHDOWN.,6,8
01:29,0,Made Extra Point,0,Grant Shaw extra point is good.,7,8
01:29,0,Kickoff,16,Grant Shaw kicks off to the BC11. Tim Brown return for 16 yards to BC27. Tackled by Kyle Norris.,7,8
01:23,1,Pass,15,Travis Lulay pass to Emmanuel Arceneaux for 15 yards to the BC42. Tackled by Aaron Grymes.,7,8
00:43,1,Pass,14,Travis Lulay pass to Tim Brown for 14 yards to the Edm54. Tackled by T.J. Hill.,7,8
00:02,1,Rush,-1,Tim Brown rush for a loss of 1 yard to the BC55. Tackled by Ted Laurent.,7,8
15:00,2,Incomplete Pass,0,Travis Lulay incomplete pass intended for Courtney Taylor.,7,8
14:45,3,Punt,4,Hugh O'Neill punts for 42 yards to Edm13. Terrance Lewis return for 4 yards to Edm17. Tackled by Joash Gesse.,7,8
14:27,1,Rush,4,Hugh Charles rush for 4 yards to the Edm21. Tackled by Jason Arakgi.,7,8
13:44,2,Pass,10,Mike Reilly pass to Shamawd Chambers for 10 yards to the Edm31. Tackled by Ryan Phillips.,7,8
13:17,1,Pass,9,Mike Reilly pass to Hugh Charles for 9 yards to the Edm40. Tackled by Korey Banks.,7,8
12:40,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Isaiah Sweeney.,7,8
12:27,3,Rush,3,Hugh Charles rush for 3 yards to the Edm43. Tackled by Solomon Elimimian.,7,8
11:47,1,Pass,18,Mike Reilly pass to Rico Wallace for 18 yards to the BC49. Tackled by Cord Parks.,7,8
11:05,0,Holding,-10,Penalty: Holding on Edmonton -10 yards.,7,8
10:49,1,Rush,9,Mike Reilly rush for 9 yards to the BC50. Tackled by Solomon Elimimian.,7,8
10:02,2,Pass,50,Mike Reilly pass to Cary Koch for 50 yards for a TOUCHDOWN.,13,8
09:53,0,Made Extra Point,0,Grant Shaw extra point is good.,14,8
09:53,0,Kickoff,19,Grant Shaw kicks off to the BC13. Korey Williams return for 19 yards to BC32. Tackled by Aaron Grymes.,14,8
09:39,1,Rush,6,Andrew Harris rush for 6 yards to the BC38. Tackled by Don Oramasionwu.,14,8
08:55,2,Sack,-2,Sack at BC36 for a loss of 2 yards by Brandon Lang.,14,8
08:26,3,Punt,9,Hugh O'Neill punts for 50 yards to Edm24. Terrance Lewis return for 9 yards to Edm33. Tackled by Cord Parks.,14,8
08:06,1,Rush,9,John White rush for 9 yards to the Edm42. Tackled by Solomon Elimimian.,14,8
07:22,2,Rush,15,John White rush for 15 yards to the BC53. Tackled by Dante Marsh.,14,8
06:47,1,Pass,6,Mike Reilly pass to Rico Wallace for 6 yards to the BC47. Tackled by Korey Banks.,14,8
06:14,2,Pass,16,Mike Reilly pass to Cary Koch for 16 yards to the BC31. Tackled by J.R. LaRose.,14,8
05:27,0,Pass Interference,30,Penalty: Pass Interference on BC (J.R. LaRose) 30 yards.,14,8
05:13,1,Illegal Procedure,-5,Penalty: Illegal Procedure on Edmonton -5 yards.,14,8
05:03,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Ed Gant.,14,8
04:44,2,Interception,0,Mike Reilly pass intended for Cary Koch INTERCEPTED by Josh Bell. No return. Tackled by Cary Koch.,14,8
04:15,1,Pass,11,Travis Lulay pass to Emmanuel Arceneaux for 11 yards to the BC36. Tackled by Marcell Young.,14,8
03:54,1,Sack,-3,Sack at BC33 for a loss of 3 yards by Marcus Howard.,14,8
03:15,2,Pass,18,Travis Lulay pass to Shawn Gore for 18 yards to the BC51. Tackled by Rennie Curran.,14,8
02:52,1,Incomplete Pass,0,Travis Lulay incomplete pass intended for Andrew Harris.,14,8
02:33,2,Sack,-8,Sack at BC43 for a loss of 8 yards by Ted Laurent.,14,8
02:32,3,Punt,16,Hugh O'Neill punts for 55 yards to Edm12. Tracy Lampley return for 16 yards to Edm28. Tackled by Joash Gesse.,14,8
02:15,1,Rush,1,Mike Reilly rush for 1 yard to the Edm29.,14,8
02:13,2,Rush,4,John White rush for 4 yards to the Edm33. Tackled by Solomon Elimimian.,14,8
01:49,3,Punt,-4,Grant Shaw punts for 43 yards to BC34. Korey Williams return for a loss of 4 yards to BC30. Tackled by Calvin McCarty.,14,8
01:17,0,Pass Interference,10,Penalty: Pass Interference on Edmonton (Bryan Williams) 10 yards.,14,8
01:13,1,Incomplete Pass,0,Travis Lulay incomplete pass intended for Courtney Taylor.,14,8
01:11,2,Offside,5,Penalty: Offside on Edmonton (Marcus Howard) 5 yards.,14,8
01:11,2,Rush,7,Travis Lulay rush for 7 yards to the BC52. Tackled by Donovan Richard.,14,8
01:05,1,Pass,8,Travis Lulay pass to Nick Moore for 8 yards to the Edm50. Tackled by Donovan Richard.,14,8
00:51,2,Interception,0,Travis Lulay pass intended for Emmanuel Arceneaux INTERCEPTED by Aaron Grymes. No return. Tackled by Emmanuel Arceneaux.,14,8
00:43,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Rico Wallace.,14,8
00:38,2,Rush,69,John White rush for 69 yards to the BC10. Tackled by Josh Bell.,14,8
00:21,1,Rush,0,Tracy Lampley rush for no gain to the BC10. Tackled by Steven Doege.,14,8
00:07,0,Roughing Passer,5,Penalty: Roughing Passer on BC (Solomon Elimimian) 5 yards.,14,8
00:00,1,Missed Field Goal,12,Grant Shaw 12 yard field goal attempt is GOOD.,17,8
15:00,0,Face Mask,25,Grant Shaw kicks off to the BC15. Korey Williams return for 10 yards to BC25. Penalty: Face Mask on Edmonton (Marcell Young) 15 yards.,17,8
14:55,1,Rush,10,Andrew Harris rush for 10 yards to the BC50. Tackled by Cary Harris.,17,8
14:32,1,Pass,5,Travis Lulay pass to Shawn Gore for 5 yards to the BC55. Tackled by Donovan Richard.,17,8
13:59,2,Pass,10,Travis Lulay pass to Courtney Taylor for 10 yards to the Edm45. Tackled by Cary Harris.,17,8
13:37,0,Holding,-10,Penalty: Holding on BC (Ben Archibald) -10 yards.,17,8
13:17,1,Incomplete Pass,0,Travis Lulay incomplete pass intended for Nick Moore.,17,8
12:55,2,Pass,21,Travis Lulay pass to Shawn Gore for 21 yards to the Edm34. Tackled by Joe Burnett.,17,8
12:13,1,Incomplete Pass,0,Travis Lulay incomplete pass intended for Shawn Gore.,17,8
11:47,2,Offside,5,Penalty: Offside on Edmonton (Brandon Lang) 5 yards.,17,8
11:26,2,Pass,5,Travis Lulay pass to Akeem Foster for 5 yards to the Edm24. Tackled by Donovan Richard.,17,8
10:50,3,Offside,5,Penalty: Offside on Edmonton (Ted Laurent) 5 yards.,17,8
10:31,1,Rush,9,Travis Lulay rush for 9 yards to the Edm10. Tackled by Lindsey Witten.,17,8
09:36,2,Illegal Procedure,-5,Penalty: Illegal Procedure on BC (Ben Archibald) -5 yards.,17,8
09:25,2,Pass,12,Travis Lulay pass to Andrew Harris for 12 yards to the Edm3.,17,8
08:35,1,Pass,3,Travis Lulay pass to Nick Moore for 3 yards for a TOUCHDOWN.,17,14
08:17,0,Made Extra Point,0,Hugh O'Neill extra point is good.,17,15
08:17,0,Kickoff,15,Hugh O'Neill kicks off to the Edm26. Almondo Sewell return for 15 yards to Edm41. Tackled by Cord Parks.,17,15
08:12,1,Pass,5,Mike Reilly pass to Rico Wallace for 5 yards to the Edm46. Tackled by Josh Bell.,17,15
07:45,2,Pass,5,Mike Reilly pass to Nate Coehoorn for 5 yards to the Edm51. Tackled by Cord Parks.,17,15
07:12,1,Pass,54,Mike Reilly pass to Cary Koch for 54 yards to the BC5. Tackled by Ryan Phillips.,17,15
06:19,1,Rush,2,John White rush for 2 yards to the BC3. Tackled by Keron Williams.,17,15
05:36,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Shamawd Chambers.,17,15
04:59,3,Missed Field Goal,10,Grant Shaw 10 yard field goal attempt is GOOD.,20,15
04:59,0,Kickoff,35,Grant Shaw kicks off to the BC12. Korey Williams return for 35 yards to BC47. Tackled by Aaron Grymes.,20,15
04:51,1,Pass,8,Thomas DeMarco pass to Courtney Taylor for 8 yards to the BC55. Tackled by Almondo Sewell.,20,15
04:08,2,Rush,1,Isi Sofele rush for 1 yard to the Edm54. Tackled by Rennie Curran.,20,15
03:43,3,Rush,2,Thomas DeMarco rush for 2 yards to the Edm52. Tackled by Rennie Curran.,20,15
03:03,1,Rush,0,Andrew Harris rush for no gain to the Edm52. Tackled by Rennie Curran.,20,15
02:25,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Shawn Gore defensed by Lindsey Witten.,20,15
02:04,3,Punt,0,Hugh O'Neill punts for 31 yards to Edm21. No return.,20,15
01:52,1,Rush,-1,Tracy Lampley rush for a loss of 1 yard to the Edm20. Tackled by Jabar Westerman.,20,15
01:10,2,Roughing Passer,23,Jonathan Crompton pass to Youssy Pierre for 8 yards to the Edm28. Tackled by Cord Parks. Penalty: Roughing Passer on BC (Edmon McClam) 15 yards.,20,15
00:48,1,Rush,1,Tracy Lampley rush for 1 yard to the Edm44. Tackled by Steven Doege.,20,15
00:15,2,Pass,7,Jonathan Crompton pass to Shamawd Chambers for 7 yards to the Edm51. Tackled by Ryan Phillips.,20,15
15:00,3,Punt,3,Grant Shaw punts for 35 yards to BC24. Korey Williams return for 3 yards to BC27. Tackled by Justin Capicciotti.,20,15
14:32,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Akeem Foster.,20,15
14:09,2,Pass,15,Thomas DeMarco pass to Elvis Akpla for 15 yards to the BC42. Tackled by Bryan Williams.,20,15
13:33,1,Illegal Procedure,-5,Penalty: Illegal Procedure on BC (Dean Valli) -5 yards.,20,15
13:18,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Ernest Jackson.,20,15
12:56,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Korey Williams.,20,15
12:33,3,Punt,0,Hugh O'Neill punts for 32 yards to Edm41. No return.,20,15
12:03,1,Pass,69,Jonathan Crompton pass to Isaiah Sweeney for 69 yards for a TOUCHDOWN.,26,15
12:03,0,Time Count,-5,Penalty: Time Count on Edmonton -5 yards.,26,15
11:41,0,Made Extra Point,0,Grant Shaw extra point is good.,27,15
11:41,0,Kickoff,23,Grant Shaw kicks off to the BC8. Korey Williams return for 23 yards to BC31. Tackled by Mike Miller.,27,15
11:33,1,Pass,15,Thomas DeMarco pass to Ernest Jackson for 15 yards to the BC46. Tackled by Michael Ricks.,27,15
10:56,1,Rush,5,Isi Sofele rush for 5 yards to the BC51. Tackled by Donovan Richard.,27,15
09:55,2,Pass,59,Thomas DeMarco pass to Seydou Junior Haidara for 59 yards for a TOUCHDOWN.,27,21
09:43,0,Made Extra Point,0,Hugh O'Neill extra point is good.,27,22
09:43,0,Kickoff,19,Hugh O'Neill kicks off to the Edm10. John White return for 19 yards to Edm29. Tackled by Seydou Junior Haidara.,27,22
09:36,1,Rush,6,Tracy Lampley rush for 6 yards to the Edm35. Tackled by Solomon Elimimian.,27,22
09:02,2,Pass,10,Jonathan Crompton pass to Isaiah Sweeney for 10 yards to the Edm45.,27,22
08:38,1,Rush,-1,Tracy Lampley rush for a loss of 1 yard to the Edm44. Tackled by Jason Arakgi.,27,22
07:59,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Ed Gant defensed by Lin-J Shell.,27,22
07:35,3,Punt,20,Grant Shaw punts for 35 yards to BC31. Korey Williams return for 20 yards to BC51. Tackled by Rennie Curran.,27,22
07:05,1,Pass,11,Thomas DeMarco pass to Ernest Jackson for 11 yards to the Edm48. Tackled by Cary Harris.,27,22
06:25,1,Rush,6,Thomas DeMarco rush for 6 yards to the Edm42. Tackled by Cary Harris.,27,22
05:46,2,Pass,7,Thomas DeMarco pass to Akeem Foster for 7 yards to the Edm35. Tackled by Cary Harris.,27,22
05:30,1,Rush,7,Isi Sofele rush for 7 yards to the Edm28. Tackled by Rennie Curran.,27,22
04:53,0,Roughing Passer,14,Penalty: Roughing Passer on Edmonton (Nathan Kanya) 14 yards.,27,22
04:31,1,Rush,12,Isi Sofele rush for 12 yards to the Edm2. Tackled by Cary Harris.,27,22
03:54,1,Illegal Procedure,-5,Penalty: Illegal Procedure on BC -5 yards.,27,22
03:24,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Korey Williams.,27,22
03:20,2,Pass,2,Thomas DeMarco pass to Isi Sofele for 2 yards to the Edm5. Tackled by Rennie Curran.,27,22
02:58,3,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Elvis Akpla.,27,22
02:45,1,Rush,-3,Tracy Lampley rush for a loss of 3 yards to the Edm2. Tackled by Edmon McClam.,27,22
02:41,2,Time Count,0,Penalty: Time Count on Edmonton (Jonathan Crompton) 0 yards.,27,22
02:21,3,Punt,14,Grant Shaw punts for 60 yards to BC48. Korey Williams return for 14 yards to Edm48. Tackled by Calvin McCarty.,27,22
02:08,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Akeem Foster.,27,22
02:04,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Seydou Junior Haidara.,27,22
01:59,3,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Seydou Junior Haidara.,27,22
01:53,1,Rush,8,Tracy Lampley rush for 8 yards to the BC54. Tackled by Chris Clady.,27,22
01:48,2,Rush,-2,Tracy Lampley rush for a loss of 2 yards to the Edm54. Tackled by Jabar Westerman.,27,22
01:25,3,Punt,7,Grant Shaw punts for 36 yards to BC20. Korey Williams return for 7 yards to BC27. Tackled by Mike Benson.,27,22
01:17,1,Pass,19,Thomas DeMarco pass to Isi Sofele for 19 yards to the BC46. Tackled by Kyle Norris.,27,22
01:08,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Seydou Junior Haidara.,27,22
00:52,2,Pass,20,Thomas DeMarco pass to Elvis Akpla for 20 yards to the Edm44. Tackled by Kyle Norris.,27,22
00:45,1,Pass,6,Thomas DeMarco pass to Ernest Jackson for 6 yards to the Edm38.,27,22
00:34,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Akeem Foster defensed by Cary Harris.,27,22
00:30,3,Pass,7,Thomas DeMarco pass to Elvis Akpla for 7 yards to the Edm31. Tackled by Marcell Young.,27,22
00:24,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Isi Sofele.,27,22
00:18,2,Pass,21,Thomas DeMarco pass to Seydou Junior Haidara for 21 yards to the Edm10. Tackled by Marcell Young.,27,22
00:12,1,Incomplete Pass,0,Thomas DeMarco incomplete pass.,27,22
