Time,Down,Type,Yards,Details,BC,Calgary
03:35,2,Pass,9,pass to the Cgy38.,19,24
03:01,3,Punt,7,punts for 50 yards to BC22.   return for 7 yards to BC29.,19,24
02:36,1,Pass,9,pass to the BC38.,19,24
02:21,2,Pass,7,pass to the BC45.,19,24
01:32,1,Pass,65,pass for a TOUCHDOWN.,25,24
01:32,0,Incomplete Pass,0,incomplete pass.,25,24
01:32,0,Kickoff,17,BC kicks off.   return for 17 yards to Cgy32.,25,24
01:27,1,Pass,9,pass to the Cgy41.,25,24
01:10,1,Pass,14,pass to the BC53.,25,24
00:58,1,Incomplete Pass,0,incomplete pass.,25,24
00:51,2,Fumble,5,"pass to the BC48. FUMBLE, recovered by BC ( ).",25,24
00:34,3,Punt,11,punts for 49 yards to Cgy11.   return for 11 yards to Cgy22.,25,24
00:04,0,Too Many Men on Field,-10,Penalty: Too Many Men on Field on Calgary -10 yards.,25,24
00:04,1,Incomplete Pass,0,incomplete pass.,25,24
