Time,Down,Type,Yards,Details,Montreal,Toronto
11:17,0,Kickoff,20,Swayze Waters kicks off to the Mtl15. Chris Rainey return for 20 yards to Mtl35. Tackled by James Yurichuk.,10,6
11:11,1,Rush,10,Tyrell Sutton rush for 10 yards to the Mtl45. Tackled by Gregory Jones.,10,6
10:35,2,Rush,2,Tanner Marsh rush for 2 yards to the Mtl47. Tackled by Gregory Jones.,10,6
10:02,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Duron Carter.,10,6
09:36,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Brandon London defensed by Matt Black.,10,6
09:15,3,Punt,14,Sean Whyte punts for 50 yards to Tor13. Chad Owens return for 14 yards to Tor27. Tackled by Bear Woods.,10,6
08:52,1,Pass,11,Ricky Ray pass to Curtis Steele for 11 yards to the Tor38. Tackled by Bear Woods.,10,6
08:20,1,Rush,4,Curtis Steele rush for 4 yards to the Tor42. Tackled by Alan-Michael Cash.,10,6
07:54,2,Pass,8,Ricky Ray pass to Maurice Mann for 8 yards to the Tor50. Tackled by Winston Venable.,10,6
07:15,1,Rush,6,Curtis Steele rush for 6 yards to the Mtl54. Tackled by Jerald Brown.,10,6
06:41,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for Mike Bradwell.,10,6
06:13,3,Illegal Block,39,Swayze Waters punts for 44 yards to Mtl10. Penalty: No Yards on Toronto (Shane Herbert) -15 yards. Penalty: Illegal Block on Montreal (Billy Parker) 10 yards.,10,6
05:56,1,Pass,1,Jonathan Crompton pass to Tyrell Sutton for 1 yard to the Mtl16. Tackled by Gregory Jones.,10,6
05:32,2,Pass,6,Jonathan Crompton pass to Tyrell Sutton for 6 yards to the Mtl22. Tackled by Nick Rosamonda.,10,6
04:48,3,Punt,22,Sean Whyte punts for 42 yards to Tor46. Chad Owens return for 22 yards to Mtl42. Tackled by Andrew Lue.,10,6
04:37,1,Fumble,14,"Ricky Ray pass to Chad Owens for 14 yards to the Mtl28. FUMBLE, recovered by Mtl (Marc-Olivier Brouillette).",10,6
04:11,1,Rush,6,Tyrell Sutton rush for 6 yards to the Mtl34. Tackled by Gregory Jones.,10,6
03:40,2,Rush,5,Jonathan Crompton rush for 5 yards to the Mtl39. Tackled by Gregory Jones.,10,6
03:07,1,Pass,2,Jonathan Crompton pass to Brandon London for 2 yards to the Mtl41. Tackled by Gregory Jones.,10,6
02:48,2,Illegal Procedure,-5,Penalty: Illegal Procedure on Montreal (Josh Bourke) -5 yards.,10,6
02:40,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Tyrell Sutton defensed by Shea Emry.,10,6
02:35,3,Illegal Block,37,Sean Whyte punts for 42 yards to Tor32. Penalty: No Yards on Montreal (Dominique Ellis) -15 yards. Penalty: Illegal Block on Toronto (Herve Tonye-Tonye) 10 yards.,10,6
02:25,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Chad Owens.,10,6
02:18,2,Sack,-7,Sack at Mtl44 for a loss of 7 yards by John Bowman.,10,6
02:13,3,Holding,53,Swayze Waters punts for 43 yards to Mtl37. Penalty: Holding on Montreal (James Tuck) 10 yards.,10,6
01:42,1,Pass,3,Jonathan Crompton pass to Brandon London for 3 yards to the Mtl30. Tackled by Alex Suber.,10,6
01:34,2,Offside,-5,Penalty: Offside on Montreal (S.J. Green) -5 yards.,10,6
01:17,0,Rush,7,"FUMBLE Jonathan Crompton rush for 7 yards to the Mtl32., recovered by Mtl (Ryan Bomben).",10,6
00:56,3,Punt,9,Sean Whyte punts for 43 yards to Tor35. Chad Owens return for 9 yards to Tor44. Tackled by Jonathan Beaulieu-Richard.,10,6
00:38,1,Pass,6,Ricky Ray pass to Steve Slaton for 6 yards to the Tor50. Tackled by Jean-Christophe Beaulieu.,10,6
00:31,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for  .,10,6
00:23,3,Time Count,-10,Penalty: Time Count on Toronto (Swayze Waters) -10 yards.,10,6
00:23,3,Holding,62,Swayze Waters punts for 55 yards to Mtl15. Penalty: Holding on Montreal (Bryn Roy) 7 yards.,10,6
15:00,0,Kickoff,18,Swayze Waters kicks off to the Mtl18. Chris Rainey return for 18 yards to Mtl36. Tackled by Jonathan Hood.,10,6
14:54,1,Rush,12,Tyrell Sutton rush for 12 yards to the Mtl48. Tackled by Gregory Jones.,10,6
14:16,1,Rush,6,Tyrell Sutton rush for 6 yards to the Mtl54. Tackled by Gregory Jones.,10,6
13:39,0,Illegal Contact,10,Penalty: Illegal Contact on Toronto (Alex Suber) 10 yards.,10,6
13:15,1,Rush,2,Tyrell Sutton rush for 2 yards to the Tor44. Tackled by Gregory Jones.,10,6
12:44,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for S.J. Green.,10,6
12:18,3,Punt,0,Sean Whyte punts for 40 yards to Tor4. No return.,10,6
12:00,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Alexandre Dupuis.,10,6
11:43,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for Chad Owens.,10,6
11:27,3,Punt,6,Swayze Waters punts for 42 yards to Tor46. James Rodgers return for 6 yards to Tor40. Tackled by Gregory Jones.,10,6
10:59,1,Rush,10,Duron Carter rush for 10 yards to the Tor30. Tackled by Jermaine Gabriel.,10,6
10:17,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for S.J. Green.,10,6
09:52,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Duron Carter.,10,6
09:07,3,Missed Field Goal,37,Sean Whyte 37 yard field goal attempt is GOOD.,13,6
09:07,1,Pass,1,Ricky Ray pass to Anthony Woodson for 1 yard to the Tor36. Tackled by Bear Woods.,13,6
08:14,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for Zander Robinson.,13,6
08:01,3,No Yards,17,Swayze Waters punts for 32 yards to Mtl42. Penalty: No Yards on Toronto (Nick Rosamonda) -15 yards.,13,6
07:46,1,Rush,3,Tyrell Sutton rush for 3 yards to the Tor50. Tackled by Logan Harrell.,13,6
07:17,2,Pass,8,Jonathan Crompton pass to Duron Carter for 8 yards to the Tor42. Tackled by Alex Suber.,13,6
06:45,1,Sack,-12,Sack at Tor54 for no gain by Tristan Okpalaugo Recovered by Mtl (Jonathan Crompton),13,6
05:43,2,Pass,2,Jonathan Crompton pass to Chris Rainey for 2 yards to the Tor52. Tackled by Matt Black.,13,6
05:23,3,Punt,0,Sean Whyte punts for 47 yards to Tor5. No return.,13,6
05:00,1,Rush,11,Steve Slaton rush for 11 yards to the Tor16. Tackled by Dominique Ellis.,13,6
04:18,0,Holding,-8,Penalty: Holding on Toronto (SirVincent Rogers) -8 yards.,13,6
04:04,1,Pass,2,Ricky Ray pass to Steve Slaton for 2 yards to the Tor10. Tackled by Winston Venable.,13,6
03:25,2,Pass,6,Ricky Ray pass to Mike Bradwell for 6 yards to the Tor16. Tackled by Bear Woods.,13,6
02:46,3,Punt,13,Swayze Waters punts for 44 yards to Mtl50. Chris Rainey return for 13 yards to Tor47. Tackled by Jake Reinhart.,13,6
02:26,1,Rush,5,Tyrell Sutton rush for 5 yards to the Tor42. Tackled by Logan Harrell.,13,6
01:44,2,Pass,8,Jonathan Crompton pass to Chris Rainey for 8 yards to the Tor34. Tackled by Logan Harrell.,13,6
01:18,1,Pass,31,Jonathan Crompton pass to S.J. Green for 31 yards to the Tor3. Tackled by Alex Suber.,13,6
00:31,1,Rush,2,Tanner Marsh rush for 2 yards to the Tor1. Tackled by Gregory Jones.,13,6
14:42,2,Rush,1,Tanner Marsh rush for 1 yard for a TOUCHDOWN.,19,6
14:22,0,Made Extra Point,0,Sean Whyte extra point is good.,20,6
14:22,0,Kickoff,21,Sean Whyte kicks off to the Tor16. Steve Slaton return for 21 yards to Tor37. Tackled by Bryn Roy.,20,6
14:11,1,Rush,9,Steve Slaton rush for 9 yards to the Tor46. Tackled by Bear Woods.,20,6
13:42,2,Rush,6,Steve Slaton rush for 6 yards to the Tor52. Tackled by Winston Venable.,20,6
12:59,1,Rush,3,Steve Slaton rush for 3 yards to the Tor55. Tackled by Bear Woods.,20,6
12:33,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for John Chiles.,20,6
12:09,3,Punt,25,Swayze Waters punts for 40 yards to Mtl15. James Rodgers return for 25 yards to Mtl40. Tackled by Swayze Waters.,20,6
11:56,1,Rush,-6,Chris Rainey rush for a loss of 6 yards to the Mtl34. Tackled by Alex Suber.,20,6
11:21,1,Fumble,19,"Jonathan Crompton rush for 16 yards to the Mtl50. FUMBLE, recovered by Tor (Aston Whiteside) and returned for 3 yards.",20,6
10:17,1,Rush,12,Steve Slaton rush for 12 yards to the Mtl35. Tackled by Alan-Michael Cash.,20,6
09:52,0,Unnecessary Roughness,-10,Penalty: Objectionable Conduct on Toronto (John Chiles) -10 yards. Penalty: Illegal Block on Toronto (Chad Owens) -10 yards. Penalty: Unnecessary Roughness on Toronto (John Chiles) -15 yards. Penalty: Objectionable Conduct on Montreal (Geoff Tisdale) 10 yards. Penalty: Unnecessary Roughness on Montreal (Geoff Tisdale) 15 yards.,20,6
09:49,1,Pass,6,Ricky Ray pass to   for 6 yards to the Mtl39. Tackled by Winston Venable.,20,6
09:05,2,Pass,9,Ricky Ray pass to Chad Owens for 9 yards to the Mtl30. Tackled by Billy Parker.,20,6
08:15,3,Missed Field Goal,37,Swayze Waters 37 yard field goal attempt is GOOD.,20,9
08:09,0,Kickoff,19,Swayze Waters kicks off to the Mtl11. James Rodgers return for 19 yards to Mtl30. Tackled by Jonathan Hood.,20,9
08:08,1,Rush,2,Tyrell Sutton rush for 2 yards to the Mtl32. Tackled by Vincent Agnew.,20,9
07:34,2,Pass,25,Jonathan Crompton pass to Duron Carter for 25 yards to the Tor53. Tackled by Aston Whiteside.,20,9
06:48,0,Holding,-10,Penalty: Holding on Montreal (Ryan Bomben) -10 yards.,20,9
06:27,1,Pass,15,Jonathan Crompton pass to S.J. Green for 15 yards to the Tor48. Tackled by Evan McCollough.,20,9
06:00,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for S.J. Green.,20,9
05:39,3,Fumble,-4,Punt blocked by James Yurichuk FUMBLE Recovered by Mtl (Marc-Olivier Brouillette),20,9
05:17,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Steve Slaton.,20,9
05:07,0,Illegal Contact,0,Penalty: Illegal Block on Toronto (SirVincent Rogers) -10 yards. Penalty: Illegal Contact on Montreal (Chip Cox) 10 yards.,20,9
04:38,2,Pass,14,Ricky Ray pass to Chad Owens for 14 yards to the Mtl44. Tackled by Bear Woods.,20,9
04:01,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Maurice Mann defensed by Billy Parker.,20,9
03:20,2,Pass,3,Ricky Ray pass to Steve Slaton for 3 yards to the Mtl41. Tackled by Billy Parker.,20,9
03:10,3,Missed Field Goal,48,Swayze Waters 48 yard field goal attempt is GOOD.,20,12
03:10,1,Rush,5,Tyrell Sutton rush for 5 yards to the Mtl40. Tackled by Evan McCollough.,20,12
02:49,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Tyrell Sutton.,20,12
02:38,3,Punt,10,Sean Whyte punts for 45 yards to Tor25. Chad Owens return for 10 yards to Tor35. Tackled by Nicolas Boulay.,20,12
02:27,1,Pass,20,Ricky Ray pass to John Chiles for 20 yards to the Tor55. Tackled by Chip Cox.,20,12
02:21,1,Pass,6,Ricky Ray pass to Chad Owens for 6 yards to the Mtl49.,20,12
02:02,2,Pass,4,Ricky Ray pass to Steve Slaton for 4 yards to the Mtl45. Tackled by Bear Woods.,20,12
01:55,3,Rush,1,Mitchell Gale rush for 1 yard to the Mtl44. Tackled by Winston Venable.,20,12
01:47,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for  .,20,12
01:38,2,Pass,9,Ricky Ray pass to Chad Owens for 9 yards to the Mtl35. Tackled by Winston Venable.,20,12
01:32,3,Rush,1,Ricky Ray rush for 1 yard to the Mtl34. Tackled by Marc-Olivier Brouillette.,20,12
01:27,1,Rush,23,Tyrell Sutton rush for 23 yards to the Tor53. Tackled by Jermaine Gabriel.,20,12
01:19,1,Rush,5,Tyrell Sutton rush for 5 yards to the Tor48. Tackled by Logan Harrell.,20,12
00:57,2,Rush,-1,Tyrell Sutton rush for a loss of 1 yard to the Tor49. Tackled by Matt Black.,20,12
00:34,3,Punt,11,Sean Whyte punts for 44 yards to Tor5. Chad Owens return for 11 yards to Tor16. Tackled by Dominique Ellis.,20,12
00:24,0,Face Mask,40,Penalty: Illegal Contact on Montreal (Geoff Tisdale) 10 yards. Penalty: Roughing Passer on Montreal (Jeffrey Finley) 15 yards. Penalty: Face Mask on Montreal (Marc-Olivier Brouillette) 15 yards.,20,12
00:17,1,Interception,13,Ricky Ray pass intended for Mike Bradwell INTERCEPTED and returned for 13 yards. Tackled by SirVincent Rogers.,20,12
