Time,Down,Type,Yards,Details,Montreal,Hamilton
01:45,1,Sack,-8,Sack at Mtl23 for a loss of 8 yards by Ted Laurent.,7,3
01:01,2,Pass,13,Jonathan Crompton pass to Eric Deslauriers for 13 yards to the Mtl36. Tackled by Erik Harris.,7,3
00:24,3,Punt,6,Sean Whyte punts for 51 yards to Ham23. Brandon Banks return for 6 yards to Ham29. Tackled by Winston Venable.,7,3
00:07,1,Rush,24,Nic Grigsby rush for 24 yards to the Ham53. Tackled by Mike Edem.,7,3
15:00,1,Rush,21,Brandon Banks rush for 21 yards to the Mtl36. Tackled by Scott Paxson.,7,3
14:13,1,Pass,15,Zach Collaros pass to Terrell Sinkfield for 15 yards to the Mtl21. Tackled by Chip Cox.,7,3
13:52,1,Fumble,8,"Zach Collaros rush for 8 yards to the Mtl13. FUMBLE, recovered by Mtl (Mike Edem). Tackled by Zach Collaros.",7,3
13:26,1,Rush,-1,Chris Rainey rush for a loss of 1 yard to the Mtl12. Tackled by Justin Hickman.,7,3
12:59,2,Interception,8,Jonathan Crompton pass intended for S.J. Green INTERCEPTED and returned for 8 yards. Tackled by Mardy Gilyard.,7,3
12:32,1,Rush,2,Nic Grigsby rush for 2 yards to the Mtl18. Tackled by Scott Paxson.,7,3
11:55,2,Unnecessary Roughness,13,Zach Collaros rush for 8 yards to the Mtl10. Tackled by Kyries Hebert. Penalty: Unnecessary Roughness on Montreal (Kyries Hebert) 5 yards.,7,3
11:09,1,Rush,5,Nic Grigsby rush for 5 yards for a TOUCHDOWN.,7,9
10:52,0,Made Extra Point,0,Justin Medlock extra point is good.,7,10
10:52,0,Kickoff,95,Justin Medlock kicks off to the Mtl0.,7,10
10:52,1,Pass,7,Jonathan Crompton pass to Eric Deslauriers for 7 yards to the Mtl32. Tackled by Courtney Stephen.,7,10
10:14,2,Rush,8,Brandon Rutley rush for 8 yards to the Mtl40. Tackled by Brandon Stewart.,7,10
09:34,1,Pass,4,Tanner Marsh pass to Brandon London for 4 yards to the Mtl44. Tackled by Rico Murray.,7,10
08:56,2,Pass,18,Jonathan Crompton pass to Mardy Gilyard for 18 yards to the Ham48. Tackled by Courtney Stephen.,7,10
08:04,1,Rush,-4,Duron Carter rush for a loss of 4 yards to the Ham52. Tackled by Bryan Hall.,7,10
07:31,0,Pass Interference,7,Penalty: Objectionable Conduct on Montreal (Duron Carter) -10 yards. Penalty: Pass Interference on Hamilton (Delvin Breaux) 17 yards.,7,10
07:12,1,Pass,14,Jonathan Crompton pass to S.J. Green for 14 yards to the Ham31. Tackled by Craig Butler.,7,10
06:29,1,Rush,2,Brandon Rutley rush for 2 yards to the Ham29. Tackled by Eric Norwood.,7,10
05:48,2,Roughing Passer,20,Jonathan Crompton pass to Mardy Gilyard for 11 yards to the Ham18. Tackled by Craig Butler. Penalty: Roughing Passer on Hamilton (Eric Norwood) 9 yards.,7,10
04:50,1,Pass,9,Jonathan Crompton pass to S.J. Green for 9 yards for a TOUCHDOWN.,13,10
04:29,0,Made Extra Point,0,Sean Whyte extra point is good.,14,10
04:29,0,Kickoff,20,Sean Whyte kicks off to the Ham8. Terrell Sinkfield return for 20 yards to Ham28. Tackled by Brandon Rutley.,14,10
04:21,1,Pass,4,Zach Collaros pass to Terrell Sinkfield for 4 yards to the Ham32. Tackled by Geoff Tisdale.,14,10
03:44,2,Fumble,6,"Zach Collaros pass to Terrell Sinkfield for 6 yards to the Ham38. FUMBLE, recovered by Ham (Terrell Sinkfield).",14,10
03:19,1,Pass,15,Zach Collaros pass to Luke Tasker for 15 yards to the Ham53. Tackled by Bear Woods.,14,10
02:57,1,Pass,1,Zach Collaros pass to Mossis Madu for 1 yard to the Ham54. Tackled by Winston Venable.,14,10
02:42,2,Pass,15,Zach Collaros pass to Luke Tasker for 15 yards to the Mtl41. Tackled by Bear Woods.,14,10
02:20,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Brandon Banks.,14,10
01:59,2,Pass,22,Zach Collaros pass to Mossis Madu for 22 yards to the Mtl19. Tackled by Scott Paxson.,14,10
01:50,1,Pass,6,Zach Collaros pass to Brandon Banks for 6 yards to the Mtl13. Tackled by Geoff Tisdale.,14,10
01:29,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Brandon Banks.,14,10
01:20,3,Missed Field Goal,20,Justin Medlock 20 yard field goal attempt is GOOD.,14,13
01:20,1,Pass,6,Jonathan Crompton pass to Eric Deslauriers for 6 yards to the Mtl41. Tackled by Brandon Stewart.,14,13
01:14,2,Pass,9,Jonathan Crompton pass to S.J. Green for 9 yards to the Mtl50. Tackled by Simoni Lawrence.,14,13
01:09,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for S.J. Green defensed by Brandon Stewart.,14,13
00:53,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Mardy Gilyard.,14,13
00:26,3,Punt,93,Sean Whyte punts for 43 yards to Ham17. Brandon Banks return for 93 yards to Mtl0 for a TOUCHDOWN.,14,19
00:26,0,Made Extra Point,0,Justin Medlock extra point is good.,14,20
00:26,0,Kickoff,23,Justin Medlock kicks off to the Mtl7. Mardy Gilyard return for 23 yards to Mtl30. Tackled by Beau Landry.,14,20
00:21,1,Rush,2,Brandon Rutley rush for 2 yards to the Mtl32. Tackled by Ted Laurent.,14,20
00:17,2,Rush,2,Brandon Rutley rush for 2 yards to the Mtl34. Tackled by Frederic Plesius.,14,20
15:00,0,Kickoff,21,Justin Medlock kicks off to the Mtl16. Dominique Ellis return for 21 yards to Mtl37. Tackled by Craig Butler.,14,20
14:55,1,Rush,8,Mardy Gilyard rush for 8 yards to the Mtl45. Tackled by Courtney Stephen.,14,20
14:12,2,Rush,5,Brandon Rutley rush for 5 yards to the Mtl50. Tackled by Taylor Reed.,14,20
13:25,0,Illegal Block,-10,Penalty: Illegal Block on Montreal (Mardy Gilyard) -10 yards.,14,20
13:08,0,Fumble,0,", recovered by Mtl (Tanner Marsh). Tanner Marsh incomplete pass intended for Duron Carter. FUMBLE",14,20
12:46,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Duron Carter.,14,20
12:21,3,Illegal Block,59,Sean Whyte punts for 49 yards to Ham21. Penalty: Illegal Block on Hamilton (Arnaud Gascon-Nadon) 10 yards.,14,20
11:54,1,Pass,10,Zach Collaros pass to Brandon Banks for 10 yards to the Ham21. Tackled by Jerald Brown.,14,20
11:25,1,Rush,-2,Nic Grigsby rush for a loss of 2 yards to the Ham19. Tackled by Jerald Brown.,14,20
10:48,2,Pass,14,Zach Collaros pass to Luke Tasker for 14 yards to the Ham33. Tackled by Bear Woods.,14,20
10:30,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Samuel Giguere.,14,20
10:12,2,Pass,9,Zach Collaros pass to Bakari Grant for 9 yards to the Ham42. Tackled by Bear Woods.,14,20
09:15,3,Punt,8,Justin Medlock punts for 32 yards to Mtl36. Mardy Gilyard return for 8 yards to Mtl44. Tackled by Marc Beswick.,14,20
09:00,1,Unnecessary Roughness,22,Jonathan Crompton pass intended for Duron Carter INTERCEPTED and returned for 7 yards. Tackled by S.J. Green. Penalty: Unnecessary Roughness on Montreal (Duron Carter) 15 yards.,14,20
08:37,1,Rush,11,Brandon Banks rush for 11 yards to the Mtl27. Tackled by Winston Venable.,14,20
08:16,1,Pass,10,Zach Collaros pass to Brandon Banks for 10 yards to the Mtl17. Tackled by Geoff Tisdale.,14,20
07:35,1,Rush,11,Nic Grigsby rush for 11 yards to the Mtl6. Tackled by Mike Edem.,14,20
07:14,1,Rush,3,Zach Collaros rush for 3 yards to the Mtl3. Tackled by Bear Woods.,14,20
06:10,2,Rush,3,Nic Grigsby rush for 3 yards for a TOUCHDOWN.,14,26
05:49,0,Made Extra Point,0,Justin Medlock extra point is good.,14,27
05:49,0,Kickoff,8,Justin Medlock kicks off to the Mtl21. Dominique Ellis return for 8 yards to Mtl29. Tackled by Neil King.,14,27
05:42,1,Pass,9,Jonathan Crompton pass to S.J. Green for 9 yards to the Mtl38. Tackled by Eric Norwood.,14,27
04:58,2,Rush,20,Brandon Rutley rush for 20 yards to the Ham52. Tackled by Craig Butler.,14,27
04:15,1,Rush,2,Brandon Rutley rush for 2 yards to the Ham50. Tackled by Bryan Hall.,14,27
03:41,2,Pass,7,Jonathan Crompton pass to Brandon London for 7 yards to the Ham43. Tackled by Rico Murray.,14,27
03:05,3,Rush,1,Tanner Marsh rush for 1 yard to the Ham42. Tackled by Taylor Reed.,14,27
02:41,1,Pass,16,Jonathan Crompton pass to Duron Carter for 16 yards to the Ham26. Tackled by Craig Butler.,14,27
01:57,1,Rush,0,Brandon Rutley rush for no gain to the Ham26. Tackled by Ted Laurent.,14,27
01:15,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for S.J. Green.,14,27
00:41,3,Missed Field Goal,33,Sean Whyte 33 yard field goal attempt is GOOD.,17,27
00:41,0,Kickoff,24,Sean Whyte kicks off to the Ham10. Terrell Sinkfield return for 24 yards to Ham34. Tackled by James Tuck.,17,27
00:34,1,Pass,3,Zach Collaros pass to Terrell Sinkfield for 3 yards to the Ham37. Tackled by Jerald Brown.,17,27
00:01,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Mossis Madu defensed by Kyries Hebert.,17,27
15:00,3,Punt,25,Justin Medlock punts for 49 yards to Mtl24. Mardy Gilyard return for 25 yards to Mtl49. Tackled by Justin Medlock.,17,27
14:39,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Duron Carter.,17,27
14:19,2,Rush,1,Jonathan Crompton rush for 1 yard to the Mtl50. Tackled by Linden Gaydosh.,17,27
13:42,3,Punt,0,Sean Whyte punts for 27 yards to Ham33. No return.,17,27
13:19,1,Rush,2,Mossis Madu rush for 2 yards to the Ham35. Tackled by Billy Parker.,17,27
12:44,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Luke Tasker.,17,27
12:21,3,Holding,4,Justin Medlock punts for 50 yards to Mtl25. Mardy Gilyard return for 14 yards to Mtl39. Penalty: Holding on Montreal (Daryl Townsend) -10 yards.,17,27
11:48,1,Pass,4,Jonathan Crompton pass to Brandon Rutley for 4 yards to the Mtl33. Tackled by Ed Gainey.,17,27
11:15,2,Rush,14,Jonathan Crompton rush for 14 yards to the Mtl47. Tackled by Ted Laurent.,17,27
10:06,1,Pass,63,Jonathan Crompton pass to S.J. Green for 63 yards for a TOUCHDOWN.,23,27
09:56,0,Made Extra Point,0,Sean Whyte extra point is good.,24,27
09:56,0,Kickoff,17,Sean Whyte kicks off to the Ham15. Terrell Sinkfield return for 17 yards to Ham32. Tackled by James Tuck.,24,27
09:49,1,Pass,22,Zach Collaros pass to Nic Grigsby for 22 yards to the Ham54. Tackled by Geoff Tisdale.,24,27
09:25,0,Rush,7,"FUMBLE Nic Grigsby rush for 7 yards to the Mtl49., recovered by Ham (Brian Simmons).",24,27
08:38,2,Rush,3,Brandon Banks rush for 3 yards to the Mtl46. Tackled by Jerald Brown.,24,27
07:45,1,Pass,7,Zach Collaros pass to Brandon Banks for 7 yards to the Mtl39.,24,27
07:26,2,Pass,4,Zach Collaros pass to Mossis Madu for 4 yards to the Mtl35. Tackled by Billy Parker.,24,27
06:40,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Luke Tasker.,24,27
06:15,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Terrell Sinkfield.,24,27
05:28,3,Missed Field Goal,42,Justin Medlock 42 yard field goal attempt is GOOD.,24,30
05:28,1,Pass,1,Jonathan Crompton pass to Duron Carter for 1 yard to the Mtl36. Tackled by Delvin Breaux.,24,30
04:59,2,Pass,5,Jonathan Crompton pass to Mardy Gilyard for 5 yards to the Mtl41. Tackled by Erik Harris.,24,30
04:05,3,Punt,88,Sean Whyte punts for 47 yards to Ham22. Brandon Banks return for 88 yards to Mtl0 for a TOUCHDOWN.,24,36
03:44,0,Made Extra Point,0,Justin Medlock extra point is good.,24,37
03:44,0,Kickoff,27,Justin Medlock kicks off to the Mtl11. Chris Rainey return for 27 yards to Mtl38. Tackled by Marc Beswick.,24,37
03:35,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Brandon Rutley.,24,37
03:15,0,Holding,-10,Penalty: Holding on Montreal (Josh Bourke) -10 yards.,24,37
02:53,2,Pass,15,Jonathan Crompton pass to Mardy Gilyard for 15 yards to the Mtl43. Tackled by Courtney Stephen.,24,37
02:41,3,Pass,4,Jonathan Crompton pass to Eric Deslauriers for 4 yards to the Mtl47. Tackled by Delvin Breaux.,24,37
02:28,1,Face Mask,22,Nic Grigsby rush for 7 yards to the Mtl40. Tackled by Bear Woods. Penalty: Face Mask on Montreal 15 yards.,24,37
02:21,1,Rush,5,Nic Grigsby rush for 5 yards to the Mtl20. Tackled by Bear Woods.,24,37
02:14,2,Rush,0,Nic Grigsby rush for no gain to the Mtl20. Tackled by Bear Woods.,24,37
01:46,3,Missed Field Goal,27,Justin Medlock 27 yard field goal attempt is GOOD.,24,40
01:46,1,Interception,15,Jonathan Crompton pass intended for S.J. Green INTERCEPTED and returned for 15 yards. Tackled by Duron Carter.,24,40
01:36,1,Rush,1,Nic Grigsby rush for 1 yard to the Mtl44. Tackled by Alan-Michael Cash.,24,40
01:11,2,Rush,8,Nic Grigsby rush for 8 yards to the Mtl36. Tackled by Bear Woods.,24,40
01:07,3,Rush,0,Nic Grigsby rush for no gain to the Mtl36. Tackled by Bear Woods.,24,40
00:43,1,Pass,14,Jonathan Crompton pass to Brandon Rutley for 14 yards to the Mtl50. Tackled by Taylor Reed.,24,40
00:37,1,Pass,15,Jonathan Crompton pass to Chris Rainey for 15 yards to the Ham45. Tackled by Taylor Reed.,24,40
00:24,1,Pass,10,Jonathan Crompton pass to Eric Deslauriers for 10 yards to the Ham35. Tackled by Delvin Breaux.,24,40
00:13,2,Pass,8,Jonathan Crompton pass to Duron Carter for 8 yards to the Ham27. Tackled by Taylor Reed.,24,40
00:05,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for S.J. Green defensed by Craig Butler.,24,40
