Time,Down,Type,Yards,Details,Hamilton,Toronto
07:46,0,Made Extra Point,0,Brett Lauther extra point is good.,15,3
07:46,0,Kickoff,14,Brett Lauther kicks off to the Tor12. Trent Guy return for 14 yards to Tor26. Tackled by Erik Harris.,15,3
07:36,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Jason Barnes.,15,3
07:15,2,Pass,14,Zach Collaros pass to Chad Owens for 14 yards to the Tor40. Tackled by Emanuel Davis.,15,3
06:40,1,Rush,7,Chad Kackert rush for 7 yards to the Tor47. Tackled by Simoni Lawrence.,15,3
06:00,2,Sack,-1,Sack at Tor46 for a loss of 1 yard by Brian Bulcke.,15,3
05:26,3,Punt,8,Swayze Waters punts for 47 yards to Ham17. Brandon Banks return for 8 yards to Ham25. Tackled by Marcus Ball.,15,3
05:06,1,Pass,12,Henry Burris pass to C.J. Gable for 12 yards to the Ham37. Tackled by Shane Horton.,15,3
04:38,1,Pass,27,Henry Burris pass to Onrea Jones for 27 yards to the Tor46. Tackled by Jermaine Gabriel.,15,3
03:55,0,Illegal Substitution,-10,Penalty: Illegal Substitution on Hamilton -10 yards.,15,3
03:44,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Bakari Grant.,15,3
03:30,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Bakari Grant.,15,3
03:07,3,Punt,2,Josh Bartel punts for 44 yards to Tor12. Chad Owens return for 2 yards to Tor14.,15,3
02:54,1,Rush,5,Chad Kackert rush for 5 yards to the Tor19. Tackled by Courtney Stephen.,15,3
02:42,2,Interception,15,Zach Collaros pass intended for Dontrelle Inman INTERCEPTED by Simoni Lawrence and returned for 15 yards. Tackled by Joe Eppele.,15,3
02:18,1,Rush,1,Dan LeFevour rush for 1 yard to the Tor1. Tackled by Robert McCune.,15,3
01:58,2,Rush,1,Dan LeFevour rush for 1 yard for a TOUCHDOWN.,21,3
01:58,0,Made Extra Point,0,Brett Lauther extra point is good.,22,3
01:58,0,Kickoff,28,Brett Lauther kicks off to the Tor9. Trent Guy return for 28 yards to Tor37. Tackled by Neil King.,22,3
01:52,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Chad Owens.,22,3
01:45,2,Pass,12,Zach Collaros pass to Dontrelle Inman for 12 yards to the Tor49.,22,3
01:37,1,Pass,14,Zach Collaros pass to Dontrelle Inman for 14 yards to the Ham47. Tackled by Emanuel Davis.,22,3
01:32,1,Pass,12,Zach Collaros pass to Andre Durie for 12 yards to the Ham35. Tackled by Brandon Isaac.,22,3
01:20,1,Rush,3,Chad Kackert rush for 3 yards to the Ham32. Tackled by Torrey Davis.,22,3
00:58,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Spencer Watt.,22,3
00:32,3,Missed Field Goal,39,Swayze Waters 39 yard field goal attempt is GOOD.,22,6
00:32,0,Kickoff,42,Swayze Waters kicks off to the Ham9. Brandon Banks return for 42 yards to Ham51. Tackled by Jonathan Hood.,22,6
00:26,1,Rush,1,C.J. Gable rush for 1 yard to the Ham52. Tackled by Ivan Brown.,22,6
00:22,2,Rush,2,C.J. Gable rush for 2 yards to the Ham54. Tackled by Ivan Brown.,22,6
15:00,0,Kickoff,17,Brett Lauther kicks off to the Tor11. Curtis Steele return for 17 yards to Tor28. Tackled by Frederic Plesius.,22,6
14:55,1,Pass,0,Zach Collaros pass to Dontrelle Inman for no gain to the Tor28. Tackled by Evan McCollough.,22,6
14:14,2,Pass,17,Zach Collaros pass to Dontrelle Inman for 17 yards to the Tor45. Tackled by Simoni Lawrence.,22,6
13:48,1,Rush,10,Chad Kackert rush for 10 yards to the Tor55. Tackled by Courtney Stephen.,22,6
13:13,1,Pass,14,Zach Collaros pass to Andre Durie for 14 yards to the Ham41. Tackled by Courtney Stephen.,22,6
12:30,1,Pass,12,Zach Collaros pass to Andre Durie for 12 yards to the Ham29. Tackled by Brandon Isaac.,22,6
12:08,1,Rush,20,Zach Collaros rush for 20 yards to the Ham9. Tackled by Courtney Stephen.,22,6
11:37,1,Rush,4,Zach Collaros rush for 4 yards to the Ham5. Tackled by Torrey Davis.,22,6
11:01,2,Pass,3,Zach Collaros pass to Chad Owens for 3 yards to the Ham2. Tackled by Emanuel Davis.,22,6
10:05,3,Missed Field Goal,9,Swayze Waters 9 yard field goal attempt is GOOD.,22,9
10:05,0,Kickoff,19,Swayze Waters kicks off to the Ham2. Brandon Banks return for 19 yards to Ham21. Tackled by Matt Black.,22,9
09:57,1,Rush,-2,C.J. Gable rush for a loss of 2 yards to the Ham19. Tackled by Ricardo Colclough.,22,9
09:16,2,Sack,-9,Sack at Ham10 for a loss of 9 yards by David Lee.,22,9
08:37,3,Fumble,-3,Punt blocked by Curtis Steele FUMBLE Recovered by Tor (Marcus Ball) and returned for 3 yards. Tackled by Erik Harris,22,9
08:23,1,Rush,1,Zach Collaros rush for 1 yard for a TOUCHDOWN.,22,15
08:09,0,Made Extra Point,0,Swayze Waters extra point is good.,22,16
08:09,0,Kickoff,14,Swayze Waters kicks off to the Ham9. Brandon Banks return for 14 yards to Ham23. Tackled by Jermaine Gabriel.,22,16
08:04,1,Rush,6,Henry Burris rush for 6 yards to the Ham29. Tackled by Robert McCune.,22,16
07:35,2,Rush,3,C.J. Gable rush for 3 yards to the Ham32. Tackled by Robert McCune.,22,16
07:00,3,Rush,2,Dan LeFevour rush for 2 yards to the Ham34. Tackled by Marcus Ball.,22,16
06:15,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Brandon Banks.,22,16
05:57,0,Illegal Contact,10,Penalty: Illegal Contact on Toronto (Pat Watkins) 10 yards.,22,16
05:05,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz.,22,16
05:00,2,Pass,6,Henry Burris pass to Dobson Collins for 6 yards to the Ham50. Tackled by Jermaine Gabriel.,22,16
04:34,3,Punt,11,Josh Bartel punts for 51 yards to Tor9. Chad Owens return for 11 yards to Tor20. Tackled by Neil King.,22,16
04:23,1,Pass,-3,Zach Collaros pass to Chad Owens for a loss of 3 yards to the Tor17. Tackled by Emanuel Davis.,22,16
03:55,2,Pass,16,Zach Collaros pass to Dontrelle Inman for 16 yards to the Tor33. Tackled by Jamall Johnson.,22,16
03:25,1,Rush,2,Chad Kackert rush for 2 yards to the Tor35. Tackled by Jamall Johnson.,22,16
02:50,2,Pass,22,Zach Collaros pass to Jason Barnes for 22 yards to the Ham53. Tackled by Courtney Stephen.,22,16
02:22,1,Rush,1,Chad Kackert rush for 1 yard to the Ham52. Tackled by Brandon Boudreaux.,22,16
01:35,2,Sack,-4,Sack at Tor54 for a loss of 4 yards by Brandon Isaac.,22,16
01:09,3,Punt,8,Swayze Waters punts for 40 yards to Ham16. Brandon Banks return for 8 yards to Ham24. Tackled by Jonathan Hood.,22,16
00:54,1,Face Mask,18,C.J. Gable rush for 3 yards to the Ham27. Tackled by Pat Watkins. Penalty: Face Mask on Toronto (David Lee) 15 yards.,22,16
00:29,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Dobson Collins.,22,16
00:11,2,Face Mask,33,Henry Burris pass to Andy Fantuz for 18 yards to the Tor50. Tackled by Pat Watkins. Penalty: Face Mask on Toronto (Pat Watkins) 15 yards.,22,16
15:00,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Dobson Collins.,22,16
14:38,2,Incomplete Pass,0,Henry Burris incomplete pass intended for C.J. Gable.,22,16
14:15,3,Unnecessary Roughness,-7,53 yard field goal attempt by Brett Lauther is NO GOOD.  Missed field goal returned by Chad Owens to the Tor0 (Single). Penalty: Unnecessary Roughness on Toronto (Marcus Ball) -15 yards.,22,16
13:47,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Jason Barnes.,23,16
13:35,2,Pass,15,Zach Collaros pass to Jason Barnes for 15 yards to the Tor35.,23,16
13:21,1,Rush,6,Chad Kackert rush for 6 yards to the Tor41. Tackled by Rico Murray.,23,16
12:55,2,Pass,26,Zach Collaros pass to Jason Barnes for 26 yards to the Ham43. Tackled by Courtney Stephen.,23,16
12:24,1,Rush,2,Chad Kackert rush for 2 yards to the Ham41. Tackled by Simoni Lawrence.,23,16
11:54,2,Pass,6,Zach Collaros pass to Andre Durie for 6 yards to the Ham35. Tackled by Brandon Isaac.,23,16
10:55,3,Missed Field Goal,42,Swayze Waters 42 yard field goal attempt is GOOD.,23,19
10:55,1,Rush,2,Brandon Banks rush for 2 yards to the Ham37. Tackled by Robert McCune.,23,19
10:26,2,Pass,7,Henry Burris pass to Andy Fantuz for 7 yards to the Ham44. Tackled by Ricardo Colclough.,23,19
09:40,3,Offside,5,Penalty: Offside on Toronto 5 yards.,23,19
09:18,1,Pass,8,Henry Burris pass to Onrea Jones for 8 yards to the Tor53. Tackled by Ricardo Colclough.,23,19
08:50,2,Offside,5,Penalty: Offside on Toronto (Marcus Ball) 5 yards.,23,19
08:32,1,Rush,-4,Brandon Banks rush for a loss of 4 yards to the Tor52. Tackled by Demetrice Morley.,23,19
08:04,2,Pass,37,Henry Burris pass to Bakari Grant for 37 yards to the Tor15. Tackled by Pat Watkins.,23,19
06:52,1,Pass,15,Henry Burris pass to Bakari Grant for 15 yards for a TOUCHDOWN.,29,19
06:31,0,Made Extra Point,0,Brett Lauther extra point is good.,30,19
06:31,0,Holding,2,Brett Lauther kicks off to the Tor21. Curtis Steele return for 12 yards to Tor33. Penalty: Holding on Toronto (David Lee) -10 yards.,30,19
06:18,1,Pass,8,Zach Collaros pass to Chad Owens for 8 yards to the Tor31. Tackled by Jamall Johnson.,30,19
05:52,2,Sack,-1,Sack at Tor30 for a loss of 1 yard by Eric Norwood.,30,19
05:21,3,Punt,7,Swayze Waters punts for 47 yards to Ham33. Brandon Banks return for 7 yards to Ham40.,30,19
05:10,1,Offside,5,Penalty: Offside on Toronto (Jermaine Gabriel) 5 yards.,30,19
04:48,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz defensed by Pat Watkins.,30,19
04:27,2,Rush,6,C.J. Gable rush for 6 yards to the Ham51. Tackled by Robert McCune.,30,19
03:57,1,Illegal Procedure,-5,Penalty: Illegal Procedure on Hamilton (Marc Dile) -5 yards.,30,19
03:24,1,Pass,5,Henry Burris pass to Andy Fantuz for 5 yards to the Ham51. Tackled by Robert McCune.,30,19
03:06,2,Rush,16,Henry Burris rush for 16 yards to the Tor43. Tackled by Alonzo Lawrence.,30,19
02:35,1,Rush,15,C.J. Gable rush for 15 yards to the Tor28. Tackled by Robert McCune.,30,19
02:12,0,Holding,-10,Penalty: Holding on Hamilton (Tim O'Neill) -10 yards.,30,19
01:48,1,Rush,8,C.J. Gable rush for 8 yards to the Tor30. Tackled by Robert McCune.,30,19
01:43,2,Rush,8,C.J. Gable rush for 8 yards to the Tor22. Tackled by Robert McCune.,30,19
01:16,3,Missed Field Goal,29,Brett Lauther 29 yard field goal attempt is GOOD.,33,19
01:16,1,Pass,27,Zach Collaros pass to Chad Owens for 27 yards to the Ham48. Tackled by Rico Murray.,33,19
01:06,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Chad Owens.,33,19
01:03,2,Sack,-15,Sack at Tor47 for a loss of 15 yards by Brandon Boudreaux.,33,19
00:46,3,Incomplete Pass,0,Zach Collaros incomplete pass intended for Jason Barnes defensed by Emanuel Davis.,33,19
