Time,Down,Type,Yards,Details,Hamilton,Toronto
01:12,0,Kickoff,24,Luca Congi kicks off to the Tor19. Chad Owens return for 24 yards to Tor43. Tackled by Marc Beswick.,31,25
01:06,1,Offside,-5,Penalty: Offside on Toronto (Dontrelle Inman) -5 yards.,31,25
00:58,1,Pass,-2,Ricky Ray pass to Chad Kackert for a loss of 2 yards to the Tor36. Tackled by Jamall Johnson.,31,25
00:46,2,Rush,9,Chad Kackert rush for 9 yards to the Tor45. Tackled by Markeith Knowlton.,31,25
00:23,3,No Yards,35,Swayze Waters punts for 40 yards to Ham25. Penalty: No Yards on Toronto -5 yards.,31,25
15:00,0,Kickoff,42,Swayze Waters kicks off to the Ham6. Lindsey Lamar return for 42 yards to Ham48. Tackled by Jermaine Gabriel.,31,25
14:49,1,Incomplete Pass,0,Henry Burris incomplete pass intended for C.J. Gable.,31,25
14:24,2,Pass,27,Henry Burris pass to Greg Ellingson for 27 yards to the Tor35. Tackled by Brandon Isaac.,31,25
13:47,1,Rush,2,Henry Burris rush for 2 yards to the Tor33.,31,25
13:06,2,Incomplete Pass,0,Henry Burris incomplete pass intended for C.J. Gable.,31,25
12:13,3,Missed Field Goal,40,Luca Congi 40 yard field goal attempt is GOOD.,34,25
12:13,1,Pass,50,Ricky Ray pass to Spencer Watt for 50 yards to the Ham25. Tackled by Ricardo Colclough.,34,25
11:41,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Jason Barnes defensed by Ricardo Colclough.,34,25
11:06,2,Pass,5,Ricky Ray pass to Andre Durie for 5 yards to the Ham20. Tackled by Erik Harris.,34,25
10:00,3,Pass,20,Ricky Ray pass to Spencer Watt for 20 yards for a TOUCHDOWN.,34,31
09:53,0,Made Extra Point,0,Spencer Watt extra point is good.,34,32
09:53,0,Kickoff,19,Spencer Watt kicks off to the Ham19. Lindsey Lamar return for 19 yards to Ham38. Tackled by Jason Pottinger.,34,32
09:32,1,Rush,9,C.J. Gable rush for 9 yards to the Ham47. Tackled by Antareis Bryan.,34,32
09:01,2,Rush,1,Henry Burris rush for 1 yard to the Ham48. Tackled by Robert McCune.,34,32
08:15,1,Pass,11,Henry Burris pass to Bakari Grant for 11 yards to the Tor51. Tackled by Marcus Ball.,34,32
07:33,1,Pass,9,Henry Burris pass to Andy Fantuz for 9 yards to the Tor42. Tackled by Jalil Carter.,34,32
07:01,2,Rush,12,C.J. Gable rush for 12 yards to the Tor30. Tackled by Robert McCune.,34,32
06:18,1,Rush,3,Lindsey Lamar rush for 3 yards to the Tor27. Tackled by Khalif Mitchell.,34,32
05:36,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Greg Ellingson.,34,32
05:09,3,Missed Field Goal,37,37 yard field goal attempt by Luca Congi is NO GOOD.,34,32
04:43,1,Pass,0,Ricky Ray pass to Jason Barnes for no gain to the Tor25. Tackled by Ryan Hinds.,34,32
04:06,2,Pass,14,Ricky Ray pass to Andre Durie for 14 yards to the Tor39. Tackled by Erik Harris.,34,32
03:36,1,Pass,9,Ricky Ray pass to Dontrelle Inman for 9 yards to the Tor48. Tackled by Delvin Breaux.,34,32
03:05,2,Offside,5,Penalty: Offside on Hamilton 5 yards.,34,32
02:22,1,Rush,1,Andre Durie rush for 1 yard to the Tor54. Tackled by Brandon Boudreaux.,34,32
01:55,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for Spencer Watt.,34,32
01:37,3,Illegal Block,-2,Dontrelle Inman punts for 35 yards to Ham21. Lindsey Lamar return for 8 yards to Ham29. Penalty: Illegal Block on Hamilton -10 yards.,34,32
01:21,1,Pass,11,Henry Burris pass to Andy Fantuz for 11 yards to the Ham30. Tackled by Jamie Robinson.,34,32
00:50,1,Pass,7,Henry Burris pass to John Delahunt for 7 yards to the Ham37. Tackled by Pat Watkins.,34,32
00:05,2,Pass,6,Henry Burris pass to Greg Ellingson for 6 yards to the Ham43. Tackled by Jamie Robinson.,34,32
15:00,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Onrea Jones.,34,32
14:41,2,Pass,14,Henry Burris pass to Andy Fantuz for 14 yards to the Tor53. Tackled by Antareis Bryan.,34,32
14:02,1,Pass,7,Henry Burris pass to Samuel Giguere for 7 yards to the Tor46. Tackled by Marcus Ball.,34,32
13:20,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz defensed by Cleyon Laing.,34,32
12:46,3,Punt,19,Josh Bartel punts for 39 yards to Tor7. Chad Owens return for 19 yards to Tor26. Tackled by Jamall Johnson.,34,32
12:14,1,Offside,-5,Penalty: Offside on Toronto (Chad Owens) -5 yards.,34,32
12:03,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Chad Owens.,34,32
11:41,0,Pass Interference,29,Penalty: Pass Interference on Hamilton (Delvin Breaux) 29 yards.,34,32
11:29,1,Rush,1,Chad Kackert rush for 1 yard to the Tor51. Tackled by Jamall Johnson.,34,32
11:01,2,Pass,4,Ricky Ray pass to Jason Barnes for 4 yards to the Tor55. Tackled by James Patrick.,34,32
10:17,3,Punt,0,Dontrelle Inman punts for 26 yards to Ham29. Lindsey Lamar return for no gain to Ham29. Tackled by Chad Rempel.,34,32
10:03,1,Pass,9,Henry Burris pass to Andy Fantuz for 9 yards to the Ham38. Tackled by Jalil Carter.,34,32
09:36,2,Rush,2,Henry Burris rush for 2 yards to the Ham40. Tackled by Shane Horton.,34,32
08:52,1,Incomplete Pass,0,Henry Burris incomplete pass intended for C.J. Gable defensed by Shane Horton.,34,32
08:33,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Samuel Giguere.,34,32
08:11,3,Punt,15,Josh Bartel punts for 46 yards to Tor24. Chad Owens return for 15 yards to Tor39.,34,32
08:00,1,Pass,32,Ricky Ray pass to Andre Durie for 32 yards to the Ham39. Tackled by James Patrick.,34,32
07:37,1,Pass,14,Ricky Ray pass to Chad Owens for 14 yards to the Ham25.,34,32
07:16,1,Rush,6,Ricky Ray rush for 6 yards to the Ham19.,34,32
06:40,2,Pass,9,Ricky Ray pass to Chad Owens for 9 yards to the Ham10.,34,32
05:46,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Dontrelle Inman defensed by Ryan Hinds.,34,32
05:11,2,Pass,10,Ricky Ray pass to Dontrelle Inman for 10 yards for a TOUCHDOWN.,34,38
05:01,0,Made Extra Point,0,Swayze Waters extra point is good.,34,39
05:01,0,Kickoff,17,Zander Robinson kicks off to the Ham24. Lindsey Lamar return for 17 yards to Ham41. Tackled by Jermaine Gabriel.,34,39
04:45,1,Rush,9,Henry Burris rush for 9 yards to the Ham50. Tackled by Robert McCune.,34,39
04:15,2,Rush,7,Henry Burris rush for 7 yards to the Tor53.,34,39
03:44,1,Sack,-9,Sack at Ham48 for a loss of 9 yards by Cleyon Laing.,34,39
03:22,2,Sack,-7,Sack at Ham41 for a loss of 7 yards by Nekos Brown.,34,39
03:00,3,Illegal Block,-1,Josh Bartel punts for 53 yards to Tor16. Chad Owens return for 9 yards to Tor25. Penalty: Illegal Block on Toronto -10 yards.,34,39
02:46,1,Pass,13,Ricky Ray pass to Spencer Watt for 13 yards to the Tor28. Tackled by Ricardo Colclough.,34,39
02:33,1,Rush,5,Chad Kackert rush for 5 yards to the Tor33. Tackled by Ricardo Colclough.,34,39
02:12,2,Pass,4,Ricky Ray pass to Chad Owens for 4 yards to the Tor37. Tackled by Evan McCollough.,34,39
01:48,3,Rush,2,Zach Collaros rush for 2 yards to the Tor39. Tackled by Simoni Lawrence.,34,39
01:27,1,Rush,3,Chad Kackert rush for 3 yards to the Tor42. Tackled by Delvin Breaux.,34,39
01:03,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for Chad Owens.,34,39
00:39,3,Punt,3,Dontrelle Inman punts for 27 yards to Ham41. Lindsey Lamar return for 3 yards to Ham44. Tackled by Jason Pottinger.,34,39
00:30,1,Pass,22,Henry Burris pass to Greg Ellingson for 22 yards to the Tor44. Tackled by Robert McCune.,34,39
00:23,1,Pass,31,Henry Burris pass to Onrea Jones for 31 yards to the Tor13. Tackled by Matt Black.,34,39
00:09,1,Offside,5,Penalty: Offside on Toronto (Khalif Mitchell) 5 yards.,34,39
00:03,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz.,34,39
