Time,Down,Type,Yards,Details,Hamilton,Toronto
15:00,0,Kickoff,7,Luca Congi kicks off to the Tor20. Nekos Brown return for 7 yards to Tor27. Tackled by Simoni Lawrence.,0,0
14:55,1,Rush,23,Chad Kackert rush for 23 yards to the Tor50. Tackled by Brandon Boudreaux.,0,0
14:20,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Spencer Watt.,0,0
13:56,2,Unnecessary Roughness,35,Ricky Ray pass to Andre Durie for 20 yards to the Ham40. Tackled by Markeith Knowlton. Penalty: Unnecessary Roughness on Hamilton (Markeith Knowlton) 15 yards.,0,0
13:40,1,Pass,17,Ricky Ray pass to Dontrelle Inman for 17 yards to the Ham8. Tackled by James Patrick.,0,0
13:07,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Dontrelle Inman.,0,0
12:21,2,Pass,8,Ricky Ray pass to Jason Barnes for 8 yards for a TOUCHDOWN.,0,6
12:07,0,Made Extra Point,0,Swayze Waters extra point is good.,0,7
11:54,0,Kickoff,104,Swayze Waters kicks off to the Ham6. Lindsey Lamar return for 104 yards to Tor0 for a TOUCHDOWN.,6,7
11:54,0,Offside,5,Luca Congi extra point is good. Penalty: Offside on Toronto 5 yards.,7,7
11:38,0,Kickoff,17,Luca Congi kicks off to the Tor8. Juaquin Iglesias return for 17 yards to Tor25. Tackled by Marc-Antoine Fortin.,7,7
11:10,1,Pass,33,Ricky Ray pass to Chad Owens for 33 yards to the Ham52. Tackled by Ricardo Colclough.,7,7
10:51,1,Pass,5,Ricky Ray pass to Chad Owens for 5 yards to the Ham47. Tackled by James Patrick.,7,7
10:13,2,Offside,5,Penalty: Offside on Hamilton (Greg Peach) 5 yards.,7,7
09:49,1,Pass,2,Ricky Ray pass to Chad Owens for 2 yards to the Ham40. Tackled by Evan McCollough.,7,7
09:18,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for Jason Barnes defensed by Ryan Hinds.,7,7
08:33,3,Field Goal Single,57,57 yard field goal attempt by Swayze Waters is NO GOOD (Single).,7,8
08:33,1,Pass,8,Henry Burris pass to Andy Fantuz for 8 yards to the Ham48. Tackled by Marcus Ball.,7,8
08:05,2,Pass,7,Henry Burris pass to C.J. Gable for 7 yards to the Ham55. Tackled by Jamie Robinson.,7,8
07:27,1,Unnecessary Roughness,20,Penalty: Offside on Toronto (Nekos Brown) 5 yards. Penalty: Unnecessary Roughness on Toronto (Nekos Brown) 15 yards.,7,8
06:53,1,Rush,16,Lindsey Lamar rush for 16 yards to the Tor19. Tackled by Brandon Isaac.,7,8
06:25,1,Rush,13,Lindsey Lamar rush for 13 yards to the Tor6. Tackled by David Lee.,7,8
05:50,1,Rush,-3,C.J. Gable rush for a loss of 3 yards to the Tor9. Tackled by David Lee.,7,8
04:34,2,Pass,9,Henry Burris pass to C.J. Gable for 9 yards for a TOUCHDOWN.,13,8
04:14,0,Made Extra Point,0,Luca Congi extra point is good.,14,8
04:14,0,Kickoff,26,Luca Congi kicks off to the Tor13. Chad Owens return for 26 yards to Tor39. Tackled by Erik Harris.,14,8
03:56,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Chad Owens defensed by Delvin Breaux.,14,8
03:42,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for Jason Barnes.,14,8
03:16,3,Punt,7,Swayze Waters punts for 46 yards to Ham25. Lindsey Lamar return for 7 yards to Ham32. Tackled by Jermaine Gabriel.,14,8
02:53,1,Pass,6,Henry Burris pass to Greg Ellingson for 6 yards to the Ham38. Tackled by Jamie Robinson.,14,8
02:21,2,Pass,8,Henry Burris pass to C.J. Gable for 8 yards to the Ham46. Tackled by Marcus Ball.,14,8
01:12,1,Pass,64,Henry Burris pass to Andy Fantuz for 64 yards for a TOUCHDOWN.,20,8
00:50,0,Made Extra Point,0,Luca Congi extra point is good.,21,8
00:50,0,Kickoff,20,Luca Congi kicks off to the Tor16. Chad Owens return for 20 yards to Tor36. Tackled by Onrea Jones.,21,8
00:36,1,Pass,8,Ricky Ray pass to Chad Owens for 8 yards to the Tor44. Tackled by James Patrick.,21,8
00:05,2,Rush,2,Chad Kackert rush for 2 yards to the Tor46. Tackled by Delvin Breaux.,21,8
15:00,1,Rush,7,Chad Kackert rush for 7 yards to the Tor53. Tackled by James Patrick.,21,8
13:59,2,Rush,57,Chad Kackert rush for 57 yards for a TOUCHDOWN.,21,14
13:50,0,Made Extra Point,0,Swayze Waters extra point is good.,21,15
13:50,0,Kickoff OOB,30,Swayze Waters kicks off to the Ham8. Penalty: Kickoff OOB on Toronto (Swayze Waters) -37 yards.,21,15
13:49,1,Rush,5,C.J. Gable rush for 5 yards to the Ham50. Tackled by Robert McCune.,21,15
13:18,2,Pass,10,Henry Burris pass to Andy Fantuz for 10 yards to the Tor50. Tackled by Antareis Bryan.,21,15
12:32,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz.,21,15
12:07,2,Rush,10,Henry Burris rush for 10 yards to the Tor40. Tackled by Brandon Isaac.,21,15
11:42,3,Offside,5,Penalty: Offside on Toronto (Khalif Mitchell) 5 yards.,21,15
11:19,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz defensed by Jalil Carter.,21,15
10:54,2,Pass,11,Henry Burris pass to Andy Fantuz for 11 yards to the Tor24. Tackled by Robert McCune.,21,15
10:19,1,Rush,10,Samuel Giguere rush for 10 yards to the Tor14. Tackled by Matt Black.,21,15
09:57,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz defensed by Jalil Carter.,21,15
09:29,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Samuel Giguere.,21,15
08:47,3,Missed Field Goal,21,Luca Congi 21 yard field goal attempt is GOOD.,24,15
08:47,0,Kickoff,22,Luca Congi kicks off to the Tor15. Chad Owens return for 22 yards to Tor37. Tackled by Marc Beswick.,24,15
08:13,1,Pass,73,Ricky Ray pass to Jason Barnes for 73 yards for a TOUCHDOWN.,24,21
07:58,0,Made Extra Point,0,Swayze Waters extra point is good.,24,22
07:58,0,Kickoff,28,Swayze Waters kicks off to the Ham1. Lindsey Lamar return for 28 yards to Ham29. Tackled by Antareis Bryan.,24,22
07:45,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Samuel Giguere.,24,22
07:23,2,Pass,5,Henry Burris pass to Andy Fantuz for 5 yards to the Ham34. Tackled by Brandon Isaac.,24,22
06:34,3,Punt,5,Josh Bartel punts for 43 yards to Tor33. Chad Owens return for 5 yards to Tor38. Tackled by James Patrick.,24,22
06:20,1,Pass,15,Ricky Ray pass to Chad Owens for 15 yards to the Tor53. Tackled by Markeith Knowlton.,24,22
05:50,1,Pass,5,Ricky Ray pass to Chad Owens for 5 yards to the Ham52. Tackled by Delvin Breaux.,24,22
05:17,0,Illegal Contact,10,Penalty: Illegal Contact on Hamilton (Dee Webb) 10 yards.,24,22
04:45,1,Rush,7,Chad Kackert rush for 7 yards to the Ham35. Tackled by James Patrick.,24,22
04:15,2,Rush,-2,Chad Kackert rush for a loss of 2 yards to the Ham37. Tackled by Jamall Johnson.,24,22
03:12,3,Missed Field Goal,44,Swayze Waters 44 yard field goal attempt is GOOD.,24,25
03:12,0,Kickoff,17,Swayze Waters kicks off to the Ham7. Lindsey Lamar return for 17 yards to Ham24. Tackled by Jonathan Hood.,24,25
03:00,1,Rush,2,Lindsey Lamar rush for 2 yards to the Ham26. Tackled by Khalif Mitchell.,24,25
02:41,2,Pass,14,Henry Burris pass to Andy Fantuz for 14 yards to the Ham40. Tackled by Brandon Isaac.,24,25
02:26,1,Pass,36,Henry Burris pass to Greg Ellingson for 36 yards to the Tor34. Tackled by Antareis Bryan.,24,25
02:01,1,Rush,5,Henry Burris rush for 5 yards to the Tor29.,24,25
01:33,2,Pass,23,Henry Burris pass to Greg Ellingson for 23 yards to the Tor6. Tackled by Jamie Robinson.,24,25
01:17,1,Pass,6,Henry Burris pass to C.J. Gable for 6 yards for a TOUCHDOWN.,30,25
01:17,0,Made Extra Point,0,Luca Congi extra point is good.,31,25
01:17,0,Offside on Kickoff,5,Penalty: Offside on Kickoff on Hamilton (Simoni Lawrence) 5 yards.,31,25
