Time,Down,Type,Yards,Details,Winnipeg,Hamilton
15:00,0,Kickoff,18,Luca Congi kicks off to the Wpg8. Trevor Kennedy return for 18 yards to Wpg26. Tackled by Nate Bussey.,0,14
14:54,1,Sack,-1,Sack at Wpg25 for a loss of 1 yard by Craig Marshall.,0,14
14:23,2,Pass,0,Justin Goltz pass to Kurt Adams for no gain to the Wpg25. Tackled by Emanuel Davis.,0,14
13:41,3,Punt,15,Mike Renaud punts for 44 yards to Ham41. Lindsey Lamar return for 15 yards to Wpg54. Tackled by Pierre-Luc Labbe.,0,14
13:13,1,Rush,-5,C.J. Gable rush for a loss of 5 yards to the Ham51. Tackled by Zach Anderson.,0,14
12:59,2,Pass,11,Henry Burris pass to Onrea Jones for 11 yards to the Wpg48. Tackled by Ian Wild.,0,14
12:16,3,Punt,0,Josh Bartel punts for 35 yards to Wpg13. No return.,0,14
11:36,1,Face Mask,17,Chris Garrett rush for 2 yards to the Wpg15. Tackled by Simoni Lawrence. Penalty: Face Mask on Hamilton (Simoni Lawrence) 15 yards.,0,14
11:14,1,Pass,15,Justin Goltz pass to Quintin McCree for 15 yards to the Wpg45. Tackled by Nick Rosamonda.,0,14
10:50,1,Incomplete Pass,0,Justin Goltz incomplete pass intended for Brett Carter defensed by Arthur Hobbs.,0,14
10:16,2,Pass,9,Justin Goltz pass to Brett Carter for 9 yards to the Wpg54. Tackled by Evan McCollough.,0,14
09:39,3,Rush,1,Chris Garrett rush for 1 yard to the Wpg55. Tackled by Emanuel Davis.,0,14
09:17,1,Offside,-5,Penalty: Offside on Hamilton (Onrea Jones) -5 yards.,0,14
09:06,1,Pass,7,Henry Burris pass to Onrea Jones for 7 yards to the Wpg53. Tackled by Bert Brown.,0,14
08:40,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz.,0,14
08:02,3,Holding,0,Josh Bartel punts for 47 yards to Wpg6. Trevor Kennedy return for 6 yards to Wpg12. Tackled by Arthur Hobbs. Penalty: Holding on Winnipeg -6 yards.,0,14
07:50,1,Illegal Procedure,-3,Penalty: Illegal Procedure on Winnipeg (Tyson Pencer) -3 yards.,0,14
07:34,1,Offside,5,Penalty: Offside on Hamilton (Sam Scott) 5 yards.,0,14
07:26,1,Rush,2,Chris Garrett rush for 2 yards to the Wpg10. Tackled by Raymond Brown.,0,14
07:02,2,Incomplete Pass,0,Justin Goltz incomplete pass intended for Doug Pierce defensed by Raymond Brown.,0,14
06:19,3,Punt,7,Mike Renaud punts for 42 yards to Wpg52. Ouslet Volcy return for 7 yards to Wpg45. Tackled by Wendell Brown.,0,14
05:40,1,Pass,12,Henry Burris pass to Andy Fantuz for 12 yards to the Wpg33. Tackled by David James.,0,14
05:19,1,Pass,7,Henry Burris pass to Samuel Giguere for 7 yards to the Wpg26.,0,14
04:39,2,Pass,8,Henry Burris pass to Samuel Giguere for 8 yards to the Wpg18.,0,14
04:22,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz.,0,14
03:57,2,Pass,13,Henry Burris pass to C.J. Gable for 13 yards to the Wpg5. Tackled by Ian Wild.,0,14
03:05,1,Pass,5,Henry Burris pass to Andy Fantuz for 5 yards for a TOUCHDOWN.,0,20
02:45,0,Made Extra Point,0,Luca Congi extra point is good.,0,21
02:45,0,Face Mask,50,Luca Congi kicks off to the Wpg10. Trevor Kennedy return for 35 yards to Wpg45. Tackled by Ryan Hinds. Penalty: Face Mask on Hamilton (Nate Bussey) 15 yards.,0,21
02:30,1,Incomplete Pass,0,Justin Goltz incomplete pass intended for Kurt Adams.,0,21
02:24,2,Incomplete Pass,0,Justin Goltz incomplete pass intended for Jade Etienne defensed by Delvin Breaux.,0,21
02:19,0,Offside,0,Penalty: No Yards on Winnipeg -5 yards. Penalty: Offside on Hamilton 5 yards.,0,21
02:10,3,Punt,17,Mike Renaud punts for 43 yards to Ham7. Ouslet Volcy return for 17 yards to Ham24. Tackled by Marty Markett.,0,21
01:56,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Justin Hilton defensed by Dekota Marshall.,0,21
01:51,2,Pass,12,Henry Burris pass to Samuel Giguere for 12 yards to the Ham36.,0,21
01:45,1,Pass,16,Henry Burris pass to Andy Fantuz for 16 yards to the Ham52. Tackled by David James.,0,21
01:41,0,Pass Interference,0,Penalty: Holding on Hamilton (C.J. Gable) -10 yards. Penalty: Pass Interference on Winnipeg (Dekota Marshall) 10 yards.,0,21
01:12,1,Pass,58,Henry Burris pass to Greg Ellingson for 58 yards for a TOUCHDOWN.,0,27
01:12,0,Time Count,-5,Penalty: Time Count on Hamilton (Andy Fantuz) -5 yards.,0,27
01:12,0,Made Extra Point,0,Luca Congi extra point is good.,0,28
01:12,0,Kickoff OOB,30,Luca Congi kicks off to the Wpg8. Penalty: Kickoff OOB on Hamilton (Luca Congi) -37 yards.,0,28
01:12,0,Pass Interference,-25,Penalty: Pass Interference on Hamilton (Delvin Breaux) -25 yards.,0,28
00:59,1,Pass,9,Justin Goltz pass to Trevor Kennedy for 9 yards to the Ham31. Tackled by Delvin Breaux.,0,28
00:52,2,Rush,3,Justin Goltz rush for 3 yards to the Ham28. Tackled by Ricardo Colclough.,0,28
00:40,1,Pass,3,Justin Goltz pass to Brett Carter for 3 yards to the Ham25. Tackled by Evan McCollough.,0,28
00:36,2,Pass,20,Justin Goltz pass to Quintin McCree for 20 yards to the Ham5. Tackled by Nick Rosamonda.,0,28
00:20,1,Rush,2,Chris Garrett rush for 2 yards to the Ham3. Tackled by Craig Marshall.,0,28
00:15,2,Incomplete Pass,0,Justin Goltz incomplete pass intended for Quintin McCree.,0,28
00:00,3,Interception,115,Justin Goltz pass intended for Doug Pierce INTERCEPTED by Raymond Brown and returned for 115 yards for a TOUCHDOWN.,0,34
00:00,0,Made Extra Point,0,Luca Congi extra point is good.,0,35
15:00,0,Kickoff,0,Justin Palardy kicks off to the Ham48. John Delahunt - no return. Tackled by David James.,0,35
14:50,1,Pass,9,Dan LeFevour pass to Eric McCree for 9 yards to the Wpg53. Tackled by Bert Brown.,0,35
14:23,2,Rush,-2,C.J. Gable rush for a loss of 2 yards to the Ham55. Tackled by Zach Anderson.,0,35
13:52,3,Illegal Punt,19,Josh Bartel punts for 29 yards to Wpg26. Penalty: Illegal Punt on Hamilton (Josh Bartel) -10 yards.,0,35
13:41,1,Pass,5,Chase Clement pass to Trevor Kennedy for 5 yards to the Wpg41. Tackled by Evan McCollough.,0,35
13:19,2,Rush,-4,Anthony Woodson rush for a loss of 4 yards to the Wpg37. Tackled by Terrence Moore.,0,35
12:51,3,Holding,44,Billy Pavlopoulos punts for 34 yards to Ham39. Penalty: Holding on Hamilton 10 yards.,0,35
12:26,0,Pass Interference,43,Penalty: Pass Interference on Winnipeg (David James) 43 yards.,0,35
12:05,1,Pass,11,Dan LeFevour pass to Simon Charbonneau-Campeau for 11 yards to the Wpg31.,0,35
11:39,1,Pass,2,Dan LeFevour pass to Simon Charbonneau-Campeau for 2 yards to the Wpg29. Tackled by Teague Sherman.,0,35
11:10,2,Incomplete Pass,0,Dan LeFevour incomplete pass intended for Chevon Walker.,0,35
10:40,3,Time Count,-5,Penalty: Time Count on Hamilton (Andy Fantuz) -5 yards.,0,35
10:10,3,Missed Field Goal,41,Luca Congi 41 yard field goal attempt is GOOD.,0,38
10:10,1,Incomplete Pass,0,Max Hall incomplete pass intended for Trevor Kennedy.,0,38
09:44,2,Pass,5,Max Hall pass to Anthony Woodson for 5 yards to the Wpg40. Tackled by Simoni Lawrence.,0,38
09:12,3,Holding,50,Billy Pavlopoulos punts for 40 yards to Ham30. Penalty: Holding on Hamilton 10 yards.,0,38
08:44,1,Rush,6,Dan LeFevour rush for 6 yards to the Ham26.,0,38
08:21,2,Pass,28,Dan LeFevour pass to Lyle Leong Jr. for 28 yards to the Ham54. Tackled by Dan West.,0,38
07:45,1,Pass,13,Dan LeFevour pass to Chevon Walker for 13 yards to the Wpg43. Tackled by Marty Markett.,0,38
06:54,1,Rush,3,Dan LeFevour rush for 3 yards to the Wpg40. Tackled by Freddie Harris.,0,38
06:31,2,Pass,3,Dan LeFevour pass to Chevon Walker for 3 yards to the Wpg37. Tackled by Anthony DeGrate.,0,38
05:26,3,Missed Field Goal,44,Luca Congi 44 yard field goal attempt is GOOD.,0,41
05:26,1,Incomplete Pass,0,Chase Clement incomplete pass intended for Doug Pierce defensed by Ryan Hinds.,0,41
05:06,2,Interception,25,Chase Clement pass intended for Doug Pierce INTERCEPTED by Raymond Brown and returned for 25 yards.,0,41
04:41,1,Pass,14,Dan LeFevour pass to Lindsey Lamar for 14 yards to the Wpg4. Tackled by Ian Wild.,0,41
04:12,1,Incomplete Pass,0,Dan LeFevour incomplete pass intended for Jay Diston defensed by David James.,0,41
03:44,2,Incomplete Pass,0,Dan LeFevour incomplete pass intended for Lindsey Lamar.,0,41
02:59,3,Missed Field Goal,11,Luca Congi 11 yard field goal attempt is GOOD.,0,44
02:59,1,Rush,3,Anthony Woodson rush for 3 yards to the Wpg38. Tackled by Brandon Boudreaux.,0,44
02:27,2,Incomplete Pass,0,Max Hall incomplete pass intended for Kurt Adams.,0,44
02:03,3,Punt,17,Billy Pavlopoulos punts for 45 yards to Ham27. Ouslet Volcy return for 17 yards to Ham44. Tackled by Pierre-Luc Labbe.,0,44
01:33,1,Pass,6,Jeremiah Masoli pass to Eric McCree for 6 yards to the Ham50. Tackled by Rene Stephan.,0,44
01:06,2,Sack,-10,Sack at Ham40 for a loss of 10 yards by Ryan Lucas.,0,44
00:40,3,Punt,7,Josh Bartel punts for 39 yards to Wpg31. Trevor Kennedy return for 7 yards to Wpg38. Tackled by  .,0,44
00:22,1,Rush,10,Chase Clement rush for 10 yards to the Wpg48.,0,44
15:00,1,Fumble,7,"Chase Clement rush for 7 yards to the Wpg55. FUMBLE, recovered by Wpg (Chase Clement).",0,44
14:38,2,Rush,-2,Anthony Woodson rush for a loss of 2 yards to the Wpg55. Tackled by Erik Harris.,0,44
14:00,2,Fumble,10,"Billy Pavlopoulos punts for 44 yards to Ham11. Ouslet Volcy return for 10 yards to Ham21. FUMBLE, recovered by Wpg (Michel-Pierre Pontbriand). Tackled by Ouslet Volcy.",0,44
13:30,1,Pass,7,Max Hall pass to Carl Volny for 7 yards to the Ham14. Tackled by Hasan Hazime.,0,44
12:54,2,Pass,4,"Chase Clement pass to Carl Volny for 4 yards to the Ham10., recovered by Ham (Hasan Hazime). Tackled by Andre Douglas.",0,44
12:05,1,Rush,8,Lindsey Lamar rush for 8 yards to the Ham18. Tackled by Teague Sherman.,0,44
11:40,2,Incomplete Pass,0,Jeremiah Masoli incomplete pass intended for Lyle Leong Jr. defensed by Dekota Marshall.,0,44
11:18,3,Punt,0,Josh Bartel punts for 38 yards to Wpg54. Trevor Kennedy return for no gain to Wpg54. Tackled by Arthur Hobbs.,0,44
11:04,1,Incomplete Pass,0,Chase Clement incomplete pass intended for Trevor Kennedy defensed by Hasan Hazime.,0,44
10:53,2,Incomplete Pass,0,Chase Clement incomplete pass intended for Quintin McCree.,0,44
10:27,3,Illegal Block,6,Billy Pavlopoulos punts for 55 yards to Ham1. Ouslet Volcy return for 13 yards to Ham14. Tackled by Anthony Woodson. Penalty: Illegal Block on Hamilton (John Delahunt) -7 yards.,0,44
09:58,1,Rush,6,Jeremiah Masoli rush for 6 yards to the Ham13. Tackled by Marty Markett.,0,44
09:20,2,Incomplete Pass,0,Jeremiah Masoli incomplete pass intended for Ouslet Volcy.,0,44
08:55,3,Punt,0,Josh Bartel punts for 25 yards to Ham38. No return.,0,44
08:44,1,Interception,28,Max Hall pass intended for Quintin McCree INTERCEPTED by Raymond Brown and returned for 28 yards. Tackled by Trevor Kennedy.,0,44
08:18,1,Incomplete Pass,0,Chris Amrhein incomplete pass intended for Lyle Leong Jr..,0,44
07:45,2,Pass,6,Chris Amrhein pass to Lindsey Lamar for 6 yards to the Wpg51. Tackled by Ian Wild.,0,44
07:19,3,Illegal Punt,18,Josh Bartel punts for 28 yards to Wpg23. Penalty: Illegal Punt on Hamilton (Josh Bartel) -10 yards.,0,44
07:06,1,Rush,16,Carl Volny rush for 16 yards to the Wpg49. Tackled by Harold Mutobola.,0,44
06:39,1,Incomplete Pass,0,Chase Clement incomplete pass intended for Quintin McCree.,0,44
05:28,2,Lateral,60,Chase Clement pass INTERCEPTED by Emanuel Davis and returned for 23 yards. Lateral.  for a TOUCHDOWN,0,50
05:11,0,Made Extra Point,0,Luca Congi extra point is good.,0,51
05:05,0,Kickoff,15,Brett Lauther kicks off to the Wpg30. Trevor Kennedy return for 15 yards to Wpg45.,0,51
04:35,1,Pass,6,Chase Clement pass to Doug Pierce for 6 yards to the Wpg51. Tackled by Erik Harris.,0,51
04:18,2,Piling On,30,Chase Clement pass INTERCEPTED by Arthur Hobbs and returned for 15 yards. Tackled by Brendan Dunn. Penalty: Piling On on Winnipeg (Brendan Dunn) 15 yards.,0,51
03:59,1,Rush,4,Lindsey Lamar rush for 4 yards to the Wpg26. Tackled by Ryan Lucas.,0,51
03:20,2,Pass,5,Chris Amrhein pass to Ouslet Volcy for 5 yards to the Wpg21. Tackled by Ian Wild.,0,51
02:33,3,Field Goal Single,41,41 yard field goal attempt by Brett Lauther is NO GOOD (Single).,0,52
02:33,1,Pass,6,Chase Clement pass to Carl Fitzgerald for 6 yards to the Wpg41. Tackled by Matt Bucknor.,0,52
02:28,2,Rush,4,Carl Volny rush for 4 yards to the Wpg45. Tackled by Donavan Robinson.,0,52
01:58,1,Time Count,0,Penalty: Time Count on Winnipeg (Chase Clement) 0 yards.,0,52
01:36,2,Incomplete Pass,0,Chase Clement incomplete pass intended for Quintin McCree.,0,52
01:30,3,Punt,0,Billy Pavlopoulos punts for 40 yards to Ham25. Ouslet Volcy return for no gain to Ham25. Tackled by Teague Sherman.,0,52
01:17,1,Rush,2,Lindsey Lamar rush for 2 yards to the Ham27. Tackled by Jake Thomas.,0,52
01:05,2,Rush,10,Lindsey Lamar rush for 10 yards to the Ham37. Tackled by Bert Brown.,0,52
00:44,0,Holding,-10,Penalty: Holding on Hamilton (Pascal Baillargeon) -10 yards.,0,52
